ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
161	"ENSG00000068438.15"	"FTSJ1"	chrX	+	48482596	48483027	48482596	48482794	48482985	48483027	161	502,214,593	298,171,249	146,144,156	133,178,190	298	149	1.84918457085e-05	0.00032992158867726216	0.457,0.385,0.544	0.354,0.288,0.291	0.151
162	"ENSG00000102225.17"	"CDK16"	chrX	+	47225964	47226703	47225964	47226027	47226582	47226703	162	160,55,114	17,0,14	61,137,49	4,2,0	298	149	0.000748529907656	0.0074943971957769145	0.825,1.0,0.803	0.884,0.972,1.0	-0.076
163	"ENSG00000102225.17"	"CDK16"	chrX	+	47226993	47227223	47226993	47227099	47227159	47227223	163	11,8,11	9,10,12	8,12,3	8,9,3	209	149	0.666659709453	1.0	0.466,0.363,0.395	0.416,0.487,0.416	-0.032
164	"ENSG00000102225.17"	"CDK16"	chrX	+	47226993	47227223	47226993	47227099	47227180	47227223	164	21,19,21	1100,750,1247	8,23,6	366,999,402	230	149	0.911204783962	1.0	0.012,0.016,0.011	0.014,0.015,0.01	0.0
165	"ENSG00000102225.17"	"CDK16"	chrX	+	47228566	47228990	47228566	47228644	47228730	47228990	165	15,9,11	929,707,1321	10,10,2	421,971,382	235	149	1	1.0	0.01,0.008,0.005	0.015,0.006,0.003	-0.0
166	"ENSG00000147123.12"	"NDUFB11"	chrX	-	47142215	47142744	47142215	47142440	47142613	47142744	166	103,160,224	1713,1394,3924	126,120,89	1580,1095,1222	298	149	0.13338819155	0.4229452194140659	0.029,0.054,0.028	0.038,0.052,0.035	-0.005
170	"ENSG00000215301.11"	"DDX3X"	chrX	+	41337407	41339083	41337407	41337465	41337690	41339083	170	13,29,0	13,12,2	4,3,0	6,9,0	298	149	1	1.0	0.333,0.547,0.0	0.25,0.143,NA	0.097
171	"ENSG00000215301.11"	"DDX3X"	chrX	+	41337407	41339083	41337407	41337465	41339035	41339083	171	15,32,0	1530,790,39	11,6,1	283,455,216	298	149	0.586092728893	1.0	0.005,0.02,0.0	0.019,0.007,0.002	-0.001
172	"ENSG00000215301.11"	"DDX3X"	chrX	+	41337690	41339083	41337690	41338912	41339035	41339083	172	25,22,0	0,0,0	27,19,1	2,2,0	272	149	1	1.0	1.0,1.0,NA	0.881,0.839,1.0	0.093
173	"ENSG00000215301.11"	"DDX3X"	chrX	+	41337407	41339083	41337407	41337465	41339038	41339083	173	42,40,0	30,19,1	28,22,9	4,4,0	298	149	0.00436565787947	0.030825084351663173	0.412,0.513,0.0	0.778,0.733,1.0	-0.529
174	"ENSG00000215301.11"	"DDX3X"	chrX	+	41341483	41342653	41341483	41341616	41342494	41342653	174	11,24,0	1473,936,75	47,65,19	295,505,211	298	149	0	0.0	0.004,0.013,0.0	0.074,0.06,0.043	-0.053
175	"ENSG00000215301.11"	"DDX3X"	chrX	+	41342494	41342836	41342494	41342653	41342736	41342836	175	33,17,0	1560,1069,78	15,19,2	361,628,267	232	149	0.0969188064319	0.3337039858393327	0.013,0.01,0.0	0.026,0.019,0.005	-0.009
176	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343215	41344128	41343215	41343351	41343736	41344128	176	15,18,4	587,320,27	3,9,4	135,214,96	298	149	0.485802457295	1.0	0.013,0.027,0.069	0.011,0.021,0.02	0.019
177	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343215	41344128	41343215	41343351	41344029	41344128	177	15,8,0	2,0,0	1,9,0	1,0,0	298	149	1	1.0	0.789,1.0,NA	0.333,1.0,NA	0.228
178	"ENSG00000215301.11"	"DDX3X"	chrX	+	41343736	41344128	41343736	41343822	41344029	41344128	178	20,17,0	1157,660,38	4,22,3	250,423,205	298	149	0.146121545918	0.4531068708733234	0.009,0.013,0.0	0.008,0.025,0.007	-0.006
179	"ENSG00000215301.11"	"DDX3X"	chrX	+	41345179	41345548	41345179	41345324	41345403	41345548	179	22,5,1	1495,951,77	22,13,2	346,543,210	228	149	0.00134446982172	0.01209692096664428	0.01,0.003,0.008	0.04,0.015,0.006	-0.013
180	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346228	41346622	41346228	41346410	41346493	41346622	180	4,0,0	0,0,0	0,0,1	0,2,0	232	149	1	1.0	1.0,NA,NA	NA,0.0,1.0	0.5
181	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346228	41346622	41346228	41346410	41346504	41346622	181	4,0,0	1269,854,101	0,0,1	378,584,215	243	149	1	1.0	0.002,0.0,0.0	0.0,0.0,0.003	-0.0
182	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346858	41347451	41346858	41347012	41347311	41347451	182	10,16,1	1070,684,85	5,7,5	266,444,186	298	149	1	1.0	0.005,0.012,0.006	0.009,0.008,0.013	-0.002
183	"ENSG00000215301.11"	"DDX3X"	chrX	+	41346858	41347451	41346858	41347012	41347314	41347451	183	10,18,1	470,303,50	5,7,7	139,237,53	298	149	0.66126504507	1.0	0.011,0.029,0.01	0.018,0.015,0.062	-0.015
184	"ENSG00000215301.11"	"DDX3X"	chrX	+	41347311	41349886	41347311	41347451	41347639	41349886	184	41,37,0	1514,1086,129	18,14,6	398,581,290	298	149	0.897935804878	1.0	0.013,0.017,0.0	0.022,0.012,0.01	-0.005
185	"ENSG00000185753.13"	"CXorf38"	chrX	-	40626920	40630773	40626920	40630162	40630613	40630773	185	4,2,4	86,18,84	3,14,3	24,13,38	298	149	0.000790191607707	0.007842946554106792	0.023,0.053,0.023	0.059,0.35,0.038	-0.116
186	"ENSG00000156313.15"	"RPGR"	chrX	-	38287093	38288041	38287093	38287245	38287860	38288041	186	2,6,2	78,91,7	2,16,1	32,37,13	298	149	0.00193473712194	0.016304841067962095	0.013,0.032,0.125	0.03,0.178,0.037	-0.025
187	"ENSG00000156313.15"	"RPGR"	chrX	-	38287093	38288041	38287093	38287245	38287864	38288041	187	2,6,2	1,0,2	2,16,1	2,2,0	298	149	0.855400290552	1.0	0.5,1.0,0.333	0.333,0.8,1.0	-0.1
188	"ENSG00000157625.16"	"TAB3"	chrX	-	30842965	30846644	30842965	30843049	30846550	30846644	188	9,1,0	59,31,11	2,4,0	32,31,31	298	149	0.440088640801	0.9723312367276168	0.071,0.016,0.0	0.03,0.061,0.0	-0.001
189	"ENSG00000158290.19"	"CUL4B"	chrX	-	120538123	120538770	120538123	120538209	120538659	120538770	189	20,5,8	251,124,127	11,17,7	168,119,211	298	149	0.77520528482	1.0	0.038,0.02,0.031	0.032,0.067,0.016	-0.009
192	"ENSG00000188158.17"	"NHS"	chrX	+	17721440	17724430	17721440	17721633	17724298	17724430	192	2,3,1	22,20,0	2,3,2	2,1,16	298	149	0.27815619225	0.7167004389956851	0.043,0.07,1.0	0.333,0.6,0.059	0.04
193	"ENSG00000102054.18"	"RBBP7"	chrX	-	16845827	16849301	16845827	16845938	16849243	16849301	193	9,10,10	1291,631,1280	7,23,0	600,419,527	298	149	0.58581111971	1.0	0.003,0.008,0.004	0.006,0.027,0.0	-0.006
194	"ENSG00000165195.16"	"PIGA"	chrX	-	15324664	15325152	15324664	15324871	15325019	15325152	194	1,2,2	38,32,6	1,4,2	10,23,4	297	149	0.118204430735	0.38618374757772445	0.013,0.03,0.143	0.048,0.08,0.201	-0.048
195	"ENSG00000165195.16"	"PIGA"	chrX	-	15331215	15331992	15331215	15331299	15331873	15331992	195	113,70,12	0,2,0	26,69,41	0,0,2	298	149	1	1.0	1.0,0.946,1.0	1.0,1.0,0.911	0.012
197	"ENSG00000046651.16"	"OFD1"	chrX	+	13753367	13755242	13753367	13753441	13755150	13755242	197	8,16,8	91,14,18	5,24,1	83,43,48	298	149	0.0720551744335	0.26850922108051584	0.042,0.364,0.182	0.029,0.218,0.01	0.11
198	"ENSG00000046651.16"	"OFD1"	chrX	+	13757659	13760720	13757659	13757790	13758336	13760720	198	0,0,0	45,32,11	3,2,2	66,57,39	298	149	0.71069839243	1.0	0.0,0.0,0.0	0.022,0.017,0.025	-0.021
199	"ENSG00000046651.16"	"OFD1"	chrX	+	13757659	13760720	13757659	13757790	13760114	13760720	199	3,2,4	2,0,0	19,3,2	2,0,0	298	149	0.829010231666	1.0	0.429,1.0,1.0	0.826,1.0,1.0	-0.132
200	"ENSG00000046651.16"	"OFD1"	chrX	+	13758336	13760720	13758336	13758448	13760114	13760720	200	3,2,6	80,24,39	22,5,5	125,112,45	298	149	0.163653039048	0.49345506209238255	0.018,0.04,0.071	0.081,0.022,0.053	-0.009
201	"ENSG00000046651.16"	"OFD1"	chrX	+	13767126	13768224	13767126	13767284	13768053	13768224	201	6,5,12	72,29,57	9,3,1	74,52,62	298	149	0.0304523552133	0.14001192858911973	0.04,0.079,0.095	0.057,0.028,0.008	0.04
202	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154412085	154413567	154412085	154412214	154413206	154413567	202	32,14,15	277,90,99	13,42,12	182,157,143	298	149	0.911780358258	1.0	0.055,0.072,0.07	0.034,0.118,0.04	0.002
203	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154413206	154413567	154413206	154413252	154413481	154413567	203	29,13,14	192,70,54	68,33,43	100,109,59	298	149	2.50741542862e-07	7.517108139489876e-06	0.07,0.085,0.115	0.254,0.131,0.267	-0.127
204	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154413206	154413567	154413206	154413339	154413481	154413567	204	25,6,8	0,0,9	36,25,20	3,3,9	291	149	0.33150599591	0.810754383176747	1.0,1.0,0.313	0.86,0.81,0.532	0.037
206	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154413206	154413567	154413206	154413358	154413481	154413567	206	25,4,8	1,0,4	29,23,20	11,0,4	272	149	0.399566950619	0.9133850761806203	0.932,1.0,0.523	0.591,1.0,0.733	0.044
207	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154419542	154419746	154419542	154419623	154419704	154419746	207	53,39,27	65,12,27	100,54,50	33,26,26	230	149	0.083544428633	0.3002095101157222	0.346,0.678,0.393	0.663,0.574,0.555	-0.125
208	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154419542	154420094	154419542	154419623	154420031	154420094	208	80,95,62	84,27,31	162,115,77	35,21,20	298	149	0.00143076149184	0.012682951231523305	0.323,0.638,0.5	0.698,0.732,0.658	-0.209
209	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154419542	154420094	154419542	154419746	154420031	154420094	209	87,97,67	94,24,30	133,102,61	58,37,55	298	149	0.938326736483	1.0	0.316,0.669,0.528	0.534,0.58,0.357	0.014
210	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154420031	154420264	154420031	154420094	154420211	154420264	210	48,25,21	283,142,102	33,23,12	197,174,143	266	149	0.0954553721106	0.3304731453972582	0.087,0.09,0.103	0.086,0.069,0.045	0.027
211	"ENSG00000102125.17"	"TAFAZZIN"	chrX	+	154420902	154421706	154420902	154421136	154421256	154421706	211	448,219,272	0,4,8	408,401,282	0,0,2	269	149	0.154816440405	0.4735486206338461	1.0,0.968,0.95	1.0,1.0,0.987	-0.023
212	"ENSG00000005302.19"	"MSL3"	chrX	+	11759633	11759875	11759633	11759712	11759792	11759875	212	18,17,9	10,0,0	10,23,30	0,6,0	229	149	0.520833277204	1.0	0.539,1.0,1.0	1.0,0.714,1.0	-0.058
213	"ENSG00000005302.19"	"MSL3"	chrX	+	11760836	11762252	11760836	11760937	11762129	11762252	213	7,4,0	1,0,0	2,8,1	0,0,0	298	149	1	1.0	0.778,1.0,NA	1.0,1.0,1.0	-0.111
214	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11765729	11763779	11763938	11765466	11765729	214	41,45,25	197,166,137	38,51,33	65,126,46	298	149	1.52678230492e-06	3.722804186829934e-05	0.094,0.119,0.084	0.226,0.168,0.264	-0.12
215	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11765729	11763779	11763938	11765469	11765729	215	42,45,25	0,3,0	38,53,35	0,5,0	298	149	0.364253858119	0.8625478323944128	1.0,0.882,1.0	1.0,0.841,1.0	0.014
217	"ENSG00000005302.19"	"MSL3"	chrX	+	11763779	11768682	11763779	11765729	11768572	11768682	217	31,41,23	165,117,72	27,49,13	75,61,31	298	149	0.00286762609297	0.022387070298906672	0.086,0.149,0.138	0.153,0.287,0.173	-0.08
220	"ENSG00000157399.17"	"ARSL"	chrX	-	2952322	2953265	2952322	2952992	2953142	2953265	220	2,4,0	10,0,0	14,0,0	24,0,0	298	149	1	1.0	0.091,1.0,NA	0.226,NA,NA	0.32
225	"ENSG00000100288.20"	"CHKB"	chr22	-	50580189	50580416	50580189	50580271	50580357	50580416	225	64,157,265	113,211,164	138,175,169	78,184,71	235	149	0.0402115335133	0.17312970432595026	0.264,0.321,0.506	0.529,0.376,0.601	-0.138
226	"ENSG00000100288.20"	"CHKB"	chr22	-	50581748	50582357	50581748	50581862	50582248	50582357	226	128,205,107	36,43,51	91,176,99	16,76,53	298	149	0.542437793423	1.0	0.64,0.704,0.512	0.74,0.537,0.483	0.032
227	"ENSG00000205560.13"	"CPT1B"	chr22	-	50571157	50571539	50571157	50571292	50571374	50571539	227	5,21,9	89,203,79	9,14,6	126,248,58	231	149	0.232568110656	0.6359200741430101	0.035,0.063,0.068	0.044,0.035,0.063	0.008
228	"ENSG00000025708.14"	"TYMP"	chr22	-	50526000	50526476	50526000	50526141	50526245	50526476	228	2,0,24	22,0,96	6,4,31	18,6,39	253	149	1	1.0	0.051,NA,0.128	0.164,0.282,0.319	-0.165
229	"ENSG00000025708.14"	"TYMP"	chr22	-	50526000	50526476	50526000	50526156	50526245	50526476	229	2,0,14	0,0,0	4,4,18	2,0,0	238	149	1	1.0	1.0,NA,1.0	0.556,1.0,1.0	0.148
230	"ENSG00000100258.18"	"LMF2"	chr22	-	50504339	50504727	50504339	50504451	50504558	50504727	230	6,12,36	332,182,1478	10,9,18	323,349,1129	256	149	0.218733005307	0.6077880646986101	0.01,0.037,0.014	0.018,0.015,0.009	0.006
231	"ENSG00000100258.18"	"LMF2"	chr22	-	50505056	50505537	50505056	50505153	50505402	50505537	231	30,62,127	5,4,5	22,54,80	0,1,2	298	149	0.00225056497299	0.018497621098226797	0.75,0.886,0.927	1.0,0.964,0.952	-0.118
232	"ENSG00000075275.18"	"CELSR1"	chr22	-	46361173	46364251	46361173	46363247	46363995	46364251	232	24,2,5	110,3,42	5,0,7	49,21,85	298	149	0.0111949365902	0.06468480344179542	0.098,0.25,0.056	0.049,0.0,0.04	0.105
233	"ENSG00000100416.15"	"TRMU"	chr22	+	46355443	46357337	46355443	46355588	46356841	46357337	233	47,107,234	9,11,99	48,135,92	3,18,11	298	149	0.0333753260067	0.14995893697539442	0.723,0.829,0.542	0.889,0.789,0.807	-0.13
234	"ENSG00000231711.2"	"LINC00899"	chr22	-	46042573	46043699	46042573	46042640	46043562	46043699	234	0,0,0	0,0,16	0,0,13	0,0,36	298	149	1	1.0	NA,NA,0.0	NA,NA,0.153	-0.153
237	"ENSG00000237037.9"	"NDUFA6-DT"	chr22	+	42124046	42124562	42124046	42124130	42124476	42124562	237	2,0,3	0,0,0	0,4,4	0,1,0	298	149	1	1.0	1.0,NA,1.0	NA,0.667,1.0	0.166
238	"ENSG00000237037.9"	"NDUFA6-DT"	chr22	+	42124046	42124562	42124046	42124130	42124519	42124562	238	2,0,3	1,0,2	0,4,4	1,6,2	298	149	1	1.0	0.5,NA,0.429	0.0,0.25,0.5	0.215
239	"ENSG00000237037.9"	"NDUFA6-DT"	chr22	+	42136198	42136714	42136198	42136282	42136671	42136714	239	0,0,2	0,0,0	0,9,0	0,4,0	298	149	1	1.0	NA,NA,1.0	NA,0.529,NA	0.471
240	"ENSG00000167077.13"	"MEI1"	chr22	+	41793828	41794477	41793828	41793910	41794370	41794477	240	2,0,5	0,3,0	0,1,2	0,0,12	298	149	1	1.0	1.0,0.0,1.0	NA,1.0,0.077	0.128
241	"ENSG00000184208.12"	"C22orf46P"	chr22	+	41693462	41698136	41693462	41693851	41693937	41698136	241	30,57,15	13,13,13	21,29,9	24,21,42	235	149	0.00252700850263	0.020224362359670074	0.594,0.735,0.422	0.357,0.467,0.12	0.269
242	"ENSG00000100417.12"	"PMM1"	chr22	-	41583958	41584372	41583958	41584058	41584280	41584372	242	11,34,94	240,156,758	45,108,25	395,400,536	298	149	0.592599923395	1.0	0.022,0.098,0.058	0.054,0.119,0.023	-0.006
243	"ENSG00000100412.17"	"ACO2"	chr22	+	41517596	41518572	41517596	41517631	41518480	41518572	243	17,26,9	681,636,913	2,34,7	406,833,808	298	149	0.822535783824	1.0	0.012,0.02,0.005	0.002,0.02,0.004	0.004
244	"ENSG00000100412.17"	"ACO2"	chr22	+	41522829	41523278	41522829	41522987	41523204	41523278	244	5,14,18	666,606,1085	13,23,27	457,819,912	298	149	0.07372158158	0.2724979127123294	0.004,0.011,0.008	0.014,0.014,0.015	-0.007
245	"ENSG00000100412.17"	"ACO2"	chr22	+	41525192	41526453	41525192	41525348	41526261	41526453	245	189,160,267	344,292,825	60,139,214	243,489,494	298	149	0.00621756722533	0.04057226070766186	0.216,0.215,0.139	0.11,0.124,0.178	0.053
246	"ENSG00000100412.17"	"ACO2"	chr22	+	41527287	41528022	41527287	41527420	41527900	41528022	246	150,126,126	681,734,1980	37,115,206	553,1089,1075	298	149	0.659547209392	1.0	0.099,0.079,0.031	0.032,0.05,0.087	0.013
247	"ENSG00000100395.15"	"L3MBTL2"	chr22	+	41217122	41219536	41217122	41217202	41219418	41219536	247	2,6,5	112,94,144	2,1,8	30,30,93	298	149	0.238546305154	0.6474828282751428	0.009,0.031,0.017	0.032,0.016,0.041	-0.011
248	"ENSG00000100395.15"	"L3MBTL2"	chr22	+	41227088	41227869	41227088	41227323	41227803	41227869	248	10,14,29	116,80,272	5,25,9	25,33,101	298	149	0.0125469870336	0.07087352135195676	0.041,0.08,0.051	0.091,0.275,0.043	-0.079
249	"ENSG00000100359.21"	"SGSM3"	chr22	+	40407016	40407328	40407016	40407071	40407200	40407328	249	15,73,99	202,439,399	7,95,41	148,334,240	278	149	0.838964139282	1.0	0.038,0.082,0.117	0.025,0.132,0.084	-0.001
250	"ENSG00000100359.21"	"SGSM3"	chr22	+	40407016	40407568	40407016	40407328	40407412	40407568	250	61,128,133	195,460,437	43,123,65	129,333,232	233	149	0.429041488703	0.9577169636443227	0.167,0.151,0.163	0.176,0.191,0.152	-0.013
251	"ENSG00000100359.21"	"SGSM3"	chr22	+	40408793	40409372	40408793	40408842	40408932	40409372	251	34,56,103	129,296,413	22,61,22	83,318,194	239	149	0.0837687057892	0.3008099693832267	0.141,0.106,0.135	0.142,0.107,0.066	0.022
252	"ENSG00000100359.21"	"SGSM3"	chr22	+	40408932	40409372	40408932	40409018	40409249	40409372	252	102,189,359	29,131,152	128,176,126	24,76,59	298	149	0.321950963143	0.7969784417566987	0.637,0.419,0.541	0.727,0.537,0.516	-0.061
253	"ENSG00000100359.21"	"SGSM3"	chr22	+	40408932	40409372	40408932	40409018	40409339	40409372	253	168,380,622	6,1,6	158,349,217	0,2,12	298	149	0.232168480937	0.6355959723256568	0.933,0.995,0.981	1.0,0.989,0.9	0.007
254	"ENSG00000239900.14"	"ADSL"	chr22	+	40349831	40353117	40349831	40350035	40353072	40353117	254	8,16,8	646,747,491	6,12,8	197,426,273	298	149	0.340418360973	0.8240106917662128	0.006,0.011,0.008	0.015,0.014,0.014	-0.006
255	"ENSG00000239900.14"	"ADSL"	chr22	+	40358863	40359306	40358863	40359035	40359259	40359306	255	15,22,17	1419,1559,1292	11,10,7	504,1032,677	298	149	1	1.0	0.005,0.007,0.007	0.011,0.005,0.005	-0.001
256	"ENSG00000239900.14"	"ADSL"	chr22	+	40360401	40361342	40360401	40360492	40361087	40361342	256	5,6,5	2,3,1	3,8,2	4,6,5	298	149	0.0397696211622	0.17163113793598408	0.556,0.5,0.714	0.273,0.4,0.167	0.31
257	"ENSG00000239900.14"	"ADSL"	chr22	+	40360401	40361342	40360401	40360492	40361272	40361342	257	11,13,12	1217,1180,1114	8,25,12	384,768,427	298	149	0.155124855214	0.473677137007429	0.004,0.005,0.005	0.01,0.016,0.014	-0.009
258	"ENSG00000239900.14"	"ADSL"	chr22	+	40361272	40363071	40361272	40361342	40361487	40363071	258	18,21,14	975,992,1133	9,14,9	344,645,367	294	149	0.805738353343	1.0	0.009,0.011,0.006	0.013,0.011,0.012	-0.003
259	"ENSG00000239900.14"	"ADSL"	chr22	+	40361487	40363071	40361487	40361635	40362980	40363071	259	31,33,37	1247,1174,1519	17,26,15	399,856,497	298	149	0.233851438831	0.6387689600630191	0.012,0.014,0.012	0.021,0.015,0.015	-0.004
260	"ENSG00000239900.14"	"ADSL"	chr22	+	40361487	40363071	40361487	40361666	40362980	40363071	260	23,38,27	9,13,0	13,21,13	3,5,0	298	149	0.532541739032	1.0	0.561,0.594,1.0	0.684,0.677,1.0	-0.069
261	"ENSG00000239900.14"	"ADSL"	chr22	+	40361487	40363071	40361487	40361677	40362980	40363071	261	21,36,24	6,11,7	13,19,13	2,0,2	298	149	0.00340430791566	0.025778998346845654	0.636,0.621,0.632	0.765,1.0,0.765	-0.214
263	"ENSG00000100242.16"	"SUN2"	chr22	-	38740266	38741050	38740266	38740432	38740888	38741050	263	25,65,51	0,0,2	20,16,45	0,0,0	298	149	1	1.0	1.0,1.0,0.927	1.0,1.0,1.0	-0.024
264	"ENSG00000100242.16"	"SUN2"	chr22	-	38740266	38741050	38740266	38740432	38741006	38741050	264	37,76,55	105,12,144	26,28,59	66,33,224	298	149	0.144597208603	0.4493324472943691	0.15,0.76,0.16	0.165,0.298,0.116	0.164
265	"ENSG00000100242.16"	"SUN2"	chr22	-	38750897	38751373	38750897	38751035	38751209	38751373	265	5,1,13	214,44,287	2,0,23	138,129,543	298	149	0.790372160994	1.0	0.012,0.011,0.022	0.007,0.0,0.021	0.006
266	"ENSG00000100055.21"	"CYTH4"	chr22	+	37311455	37312174	37311455	37311527	37312019	37312174	266	6,0,4	4,0,3	2,0,2	0,0,3	298	149	1	1.0	0.429,NA,0.4	1.0,NA,0.25	-0.211
269	"ENSG00000100360.15"	"IFT27"	chr22	-	36758210	36764036	36758210	36758409	36763918	36764036	269	36,24,85	6,2,14	43,34,75	2,0,27	298	149	0.457533362412	0.9961306360911354	0.75,0.857,0.752	0.915,1.0,0.581	-0.046
270	"ENSG00000100360.15"	"IFT27"	chr22	-	36775673	36776125	36775673	36775794	36776030	36776125	270	250,52,333	0,0,8	81,81,247	8,0,6	298	149	0.0183009003857	0.09467545001513121	1.0,1.0,0.954	0.835,1.0,0.954	0.055
271	"ENSG00000100350.16"	"FOXRED2"	chr22	-	36505895	36507040	36505895	36506423	36507008	36507040	271	20,0,7	15,0,9	4,0,24	0,0,6	298	149	1	1.0	0.4,NA,0.28	1.0,NA,0.667	-0.493
272	"ENSG00000100345.23"	"MYH9"	chr22	-	36319539	36320363	36319539	36319635	36320219	36320363	272	4,5,0	2064,53,663	3,2,10	536,43,2497	298	149	1	1.0	0.001,0.045,0.0	0.003,0.023,0.002	0.006
273	"ENSG00000100345.23"	"MYH9"	chr22	-	36320219	36320896	36320219	36320363	36320797	36320896	273	5,3,1	2183,84,643	0,2,5	618,73,2449	298	149	1	1.0	0.001,0.018,0.001	0.0,0.014,0.001	0.002
278	"ENSG00000128284.20"	"APOL3"	chr22	-	36149045	36149371	36149045	36149142	36149258	36149371	278	2,0,31	0,0,13	0,0,3	0,0,11	265	149	1	1.0	1.0,NA,0.573	NA,NA,0.133	0.653
279	"ENSG00000241878.12"	"PISD"	chr22	-	31620995	31621472	31620995	31621142	31621333	31621472	279	6,25,35	112,207,233	17,49,35	58,190,146	298	149	3.70132084297e-05	0.0005873137085970836	0.026,0.057,0.07	0.128,0.114,0.107	-0.065
280	"ENSG00000241878.12"	"PISD"	chr22	-	31620995	31621885	31620995	31621472	31621648	31621885	280	21,18,19	81,163,211	11,49,21	48,156,115	298	149	0.00125149939007	0.011443397547952563	0.115,0.052,0.043	0.103,0.136,0.084	-0.038
281	"ENSG00000198089.16"	"SFI1"	chr22	+	31604868	31606430	31604868	31604945	31606327	31606430	281	0,13,2	33,52,46	6,10,0	28,47,23	298	149	0.387171845769	0.8954325637343769	0.0,0.111,0.021	0.097,0.096,0.0	-0.02
282	"ENSG00000198089.16"	"SFI1"	chr22	+	31618114	31618547	31618114	31618226	31618313	31618547	282	14,14,37	30,64,92	6,8,5	20,46,33	236	149	0.0247169635984	0.11934296285300067	0.228,0.121,0.202	0.159,0.099,0.087	0.069
284	"ENSG00000185133.14"	"INPP5J"	chr22	+	31124844	31126010	31124844	31124906	31125832	31126010	284	7,61,1	0,2,0	10,47,18	0,0,0	298	149	1	1.0	1.0,0.938,1.0	1.0,1.0,1.0	-0.021
285	"ENSG00000185133.14"	"INPP5J"	chr22	+	31126612	31127532	31126612	31126721	31127356	31127532	285	2,11,4	2,3,0	5,20,0	0,0,1	298	149	0.0186032554932	0.09603586022071842	0.333,0.647,1.0	1.0,1.0,0.0	-0.007
286	"ENSG00000185133.14"	"INPP5J"	chr22	+	31133609	31134696	31133609	31133714	31133912	31134696	286	1,2,2	8,33,2	0,8,1	9,49,7	298	149	0.527585035286	1.0	0.059,0.029,0.333	0.0,0.075,0.067	0.093
287	"ENSG00000198832.11"	"SELENOM"	chr22	-	31105929	31107533	31105929	31105965	31107376	31107533	287	16,19,41	252,257,738	13,33,52	307,614,689	298	149	0.923744993845	1.0	0.031,0.036,0.027	0.021,0.026,0.036	0.004
288	"ENSG00000167065.14"	"DUSP18"	chr22	-	30661444	30664080	30661444	30663728	30663838	30664080	288	40,19,14	8,0,1	21,68,34	1,0,2	259	149	0.00420184461711	0.029986822804058195	0.742,1.0,0.89	0.924,1.0,0.907	-0.066
289	"ENSG00000100003.18"	"SEC14L2"	chr22	+	30415758	30416087	30415758	30415865	30415947	30416087	289	5,2,20	90,16,276	4,4,3	32,100,93	231	149	0.193003067696	0.554523739275821	0.035,0.075,0.045	0.075,0.025,0.02	0.012
290	"ENSG00000099999.15"	"RNF215"	chr22	-	30379481	30379780	30379481	30379622	30379710	30379780	290	103,65,45	97,40,60	83,157,69	79,133,76	237	149	0.919470013307	1.0	0.4,0.505,0.32	0.398,0.426,0.363	0.013
291	"ENSG00000100325.15"	"ASCC2"	chr22	-	29793359	29793676	29793359	29793490	29793576	29793676	291	0,10,10	228,275,570	5,5,3	79,257,279	235	149	0.725083089214	1.0	0.0,0.023,0.011	0.039,0.012,0.007	-0.008
292	"ENSG00000186575.19"	"NF2"	chr22	+	29683019	29683915	29683019	29683064	29683700	29683915	292	3,2,4	1,0,6	1,2,0	0,0,0	298	149	1	1.0	0.6,1.0,0.25	1.0,1.0,NA	-0.383
293	"ENSG00000197077.14"	"KIAA1671"	chr22	+	25174239	25177522	25174239	25174489	25177347	25177522	293	0,0,0	48,51,6	0,2,0	9,58,14	298	149	1	1.0	0.0,0.0,0.0	0.0,0.017,0.0	-0.006
294	"ENSG00000100031.19"	"GGT1"	chr22	+	24610249	24610531	24610249	24610336	24610413	24610531	294	395,4,30	0,0,0	308,8,6	1,2,1	226	149	1	1.0	1.0,1.0,1.0	0.995,0.725,0.798	0.161
295	"ENSG00000100031.19"	"GGT1"	chr22	+	24610249	24610531	24610249	24610336	24610454	24610531	295	503,4,42	14,0,2	383,10,7	8,0,0	267	149	0.242152731047	0.6529991857366549	0.952,1.0,0.921	0.964,1.0,1.0	-0.03
