ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
190	"ENSG00000285756.2"	"ENSG00000285756"	chrX	-	3866921	3867806	3866949	3867806	3865042	3865142	190	0,13,0	0,4,0	0,12,0	3,5,0	177	149	1	1.0	NA,0.732,NA	0.0,0.669,NA	0.397
196	"ENSG00000079974.19"	"RABL2B"	chr22	-	50769424	50769549	50769454	50769549	50769040	50769124	196	9,0,1	24,63,98	8,3,16	4,29,13	179	149	5.27518887442e-05	0.0014738967889298274	0.238,0.0,0.008	0.625,0.079,0.506	-0.321
197	"ENSG00000079974.19"	"RABL2B"	chr22	-	50769880	50770016	50769904	50770016	50769454	50769552	197	4,2,4	26,71,75	0,5,3	12,69,28	173	149	0.878011037436	1.0	0.117,0.024,0.044	0.0,0.059,0.084	0.014
198	"ENSG00000079974.19"	"RABL2B"	chr22	-	50782768	50783045	50782890	50783045	50782187	50782351	198	0,2,0	0,3,0	0,1,1	4,73,0	271	149	1	1.0	NA,0.268,NA	0.0,0.007,1.0	-0.068
199	"ENSG00000079974.19"	"RABL2B"	chr22	-	50782768	50783045	50782894	50783045	50782187	50782351	199	0,2,0	0,0,0	0,2,1	0,2,0	275	149	1	1.0	NA,1.0,NA	NA,0.351,1.0	0.325
200	"ENSG00000079974.19"	"RABL2B"	chr22	-	50782890	50783045	50782894	50783045	50782187	50782351	200	0,3,0	0,0,0	4,74,0	0,2,0	153	149	1	1.0	NA,1.0,NA	1.0,0.973,NA	0.014
201	"ENSG00000079974.19"	"RABL2B"	chr22	-	50783038	50783286	50783044	50783286	50782187	50782351	201	32,12,1	4,3,3	4,25,7	0,42,10	155	149	0.260508244029	0.9132455224995185	0.885,0.794,0.243	1.0,0.364,0.402	0.052
204	"ENSG00000254413.8"	"CHKB-CPT1B"	chr22	-	50579726	50579830	50579790	50579830	50579425	50579507	204	190,397,596	4,2,0	238,408,254	0,0,0	213	149	1	1.0	0.971,0.993,1.0	1.0,1.0,1.0	-0.012
210	"ENSG00000205643.11"	"CDPF1"	chr22	-	46247105	46247221	46247109	46247221	46246672	46246795	210	0,0,2	0,0,0	0,0,0	2,2,4	153	149	1	1.0	NA,NA,1.0	0.0,0.0,0.0	1.0
213	"ENSG00000100271.17"	"TTLL1"	chr22	-	43069603	43069844	43069635	43069844	43068409	43068590	213	0,0,0	15,35,10	0,2,4	10,44,33	181	149	0.133794481518	0.5839441389617382	0.0,0.0,0.0	0.0,0.036,0.091	-0.042
214	"ENSG00000183569.18"	"SERHL2"	chr22	+	42571120	42571901	42571120	42571203	42572435	42572529	214	13,75,29	0,9,51	4,26,33	0,1,23	298	149	0.648856975855	1.0	1.0,0.806,0.221	1.0,0.929,0.418	-0.107
215	"ENSG00000205702.12"	"CYP2D7"	chr22	-	42141511	42141675	42141533	42141675	42141151	42141339	215	0,0,0	0,3,0	0,4,1	0,10,0	171	149	1	1.0	NA,0.0,NA	NA,0.258,1.0	-0.629
216	"ENSG00000205702.12"	"CYP2D7"	chr22	-	42141511	42141675	42141624	42141675	42141151	42141339	216	0,5,8	2,4,2	1,18,2	4,0,0	262	149	0.0290139790938	0.19677738103243197	0.0,0.416,0.695	0.124,1.0,1.0	-0.338
217	"ENSG00000205702.12"	"CYP2D7"	chr22	-	42141533	42141675	42141624	42141675	42141151	42141339	217	0,8,8	2,4,2	1,24,1	4,0,0	240	149	0.0421232567398	0.2612920802322698	0.0,0.554,0.713	0.134,1.0,1.0	-0.289
218	"ENSG00000205702.12"	"CYP2D7"	chr22	-	42141533	42141675	42141624	42141675	42141151	42141396	218	0,5,8	0,1,1	1,14,1	2,0,0	240	149	1	1.0	NA,0.756,0.832	0.237,1.0,1.0	0.048
220	"ENSG00000100138.15"	"SNU13"	chr22	-	41687721	41688327	41688078	41688327	41680243	41680364	220	0,8,21	0,0,0	2,12,41	0,0,2	298	149	1	1.0	NA,1.0,1.0	1.0,1.0,0.911	0.03
223	"ENSG00000100413.17"	"POLR3H"	chr22	-	41532603	41532745	41532658	41532745	41532093	41532157	223	78,62,164	366,286,987	14,17,52	92,196,205	204	149	0.29812082243	0.9903515346346043	0.135,0.137,0.108	0.1,0.06,0.156	0.021
224	"ENSG00000100410.8"	"PHF5A"	chr22	-	41468019	41468147	41468123	41468147	41467447	41467614	224	20,16,16	679,810,564	6,12,20	216,496,348	253	149	0.187343434602	0.7398151675408801	0.017,0.011,0.016	0.016,0.014,0.033	-0.006
225	"ENSG00000100412.17"	"ACO2"	chr22	+	41515766	41515992	41515766	41515917	41517526	41517631	225	5,2,14	596,531,730	4,6,3	297,574,702	224	149	1	1.0	0.006,0.002,0.013	0.009,0.007,0.003	0.001
227	"ENSG00000100412.17"	"ACO2"	chr22	+	41517596	41518572	41517596	41517631	41522829	41522987	227	9,8,3	5,0,2	0,15,5	0,0,2	298	149	1	1.0	0.474,1.0,0.429	NA,1.0,0.556	-0.144
230	"ENSG00000100395.15"	"L3MBTL2"	chr22	+	41217122	41219536	41217122	41217202	41220733	41220868	230	133,80,252	0,0,0	20,62,121	0,0,5	298	149	0.384671354212	1.0	1.0,1.0,1.0	1.0,1.0,0.924	0.025
231	"ENSG00000100359.21"	"SGSM3"	chr22	+	40408932	40409372	40408932	40409018	40409464	40409525	231	193,522,776	0,0,4	186,400,292	0,0,0	298	149	1	1.0	1.0,1.0,0.99	1.0,1.0,1.0	-0.003
232	"ENSG00000239900.14"	"ADSL"	chr22	+	40346528	40346711	40346528	40346656	40349831	40353117	232	1755,1816,1169	0,5,3	541,1123,682	0,7,0	204	149	1	1.0	1.0,0.996,0.996	1.0,0.992,1.0	0.0
233	"ENSG00000239900.14"	"ADSL"	chr22	+	40346528	40346711	40346528	40346656	40353072	40353117	233	478,441,333	8,12,0	151,334,226	0,4,0	204	149	0.0431325659474	0.2650282479868432	0.978,0.964,1.0	1.0,0.984,1.0	-0.014
234	"ENSG00000239900.14"	"ADSL"	chr22	+	40349831	40353117	40349831	40350035	40354247	40354327	234	761,854,602	13,12,11	244,469,313	4,9,0	298	149	0.254065095492	0.9027595621340739	0.967,0.973,0.965	0.968,0.963,1.0	-0.009
235	"ENSG00000239900.14"	"ADSL"	chr22	+	40361487	40361666	40361487	40361635	40362980	40363071	235	18,25,11	1247,1174,1519	7,15,3	399,856,497	180	149	1	1.0	0.012,0.017,0.006	0.014,0.014,0.005	0.001
236	"ENSG00000239900.14"	"ADSL"	chr22	+	40361487	40361677	40361487	40361635	40362980	40363071	236	18,27,22	1247,1174,1519	7,12,5	399,856,497	191	149	0.286979736985	0.9701666828061603	0.011,0.018,0.011	0.014,0.011,0.008	0.002
237	"ENSG00000239900.14"	"ADSL"	chr22	+	40361487	40361677	40361487	40361666	40362980	40363071	237	9,15,11	9,13,0	3,2,2	3,5,0	160	149	0.57338371742	1.0	0.482,0.518,1.0	0.482,0.271,1.0	0.082
238	"ENSG00000239900.14"	"ADSL"	chr22	+	40349831	40353117	40349831	40350035	40364275	40364365	238	3,8,6	0,0,0	2,6,0	0,1,0	298	149	1	1.0	1.0,1.0,1.0	1.0,0.75,NA	0.125
239	"ENSG00000239900.14"	"ADSL"	chr22	+	40361487	40363071	40361487	40361666	40364275	40364365	239	757,889,1179	0,1,0	343,566,361	0,0,0	298	149	1	1.0	1.0,0.998,1.0	1.0,1.0,1.0	-0.001
240	"ENSG00000100242.16"	"SUN2"	chr22	-	38740888	38741050	38741006	38741050	38740266	38740432	240	14,31,34	105,12,144	11,22,25	66,33,224	267	149	0.192019593603	0.7508517362299126	0.069,0.59,0.116	0.085,0.271,0.059	0.12
242	"ENSG00000124486.15"	"USP9X"	chrX	+	41229566	41229827	41229566	41229779	41230500	41230596	242	65,85,33	721,939,238	28,21,16	478,478,109	197	149	0.00535581304244	0.055758448521453376	0.064,0.064,0.095	0.042,0.032,0.1	0.016
245	"ENSG00000100139.14"	"MICALL1"	chr22	+	37927410	37927826	37927410	37927820	37931798	37931933	245	156,226,187	21,16,22	21,191,133	5,10,11	155	149	0.237259223802	0.8646604265426288	0.877,0.931,0.891	0.801,0.948,0.921	0.01
246	"ENSG00000100092.24"	"SH3BP1"	chr22	+	37642538	37642737	37642538	37642615	37642894	37643006	246	0,1,0	5,51,84	0,0,0	0,127,55	271	149	1	1.0	0.0,0.011,0.0	NA,0.0,0.0	0.004
247	"ENSG00000100083.19"	"GGA1"	chr22	+	37616921	37617048	37616921	37616997	37618447	37618546	247	10,19,10	114,96,80	3,31,12	47,163,133	200	149	0.910741619942	1.0	0.061,0.129,0.085	0.045,0.124,0.063	0.014
252	"ENSG00000100284.22"	"TOM1"	chr22	+	35321958	35322037	35321958	35322019	35323027	35323177	252	112,143,238	3,10,5	218,280,590	8,13,21	167	149	0.635970100112	1.0	0.971,0.927,0.977	0.96,0.951,0.962	0.001
253	"ENSG00000100284.22"	"TOM1"	chr22	+	35346929	35346972	35346929	35346969	35347054	35347992	253	7,24,53	27,60,228	16,41,45	72,140,362	152	149	0.0792915707531	0.40755368677969167	0.203,0.282,0.186	0.179,0.223,0.109	0.053
261	"ENSG00000046647.14"	"GEMIN8"	chrX	-	14026051	14026221	14026139	14026221	14021463	14021511	261	15,2,0	81,32,17	4,1,7	73,82,70	237	149	0.0329889251538	0.21941158968010624	0.104,0.038,0.0	0.033,0.008,0.059	0.014
262	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31784813	31785107	31784813	31784875	31792032	31792102	262	0,1,0	15,29,15	0,0,0	2,10,10	298	149	1	1.0	0.0,0.017,0.0	0.0,0.0,0.0	0.006
263	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31797599	31797703	31797599	31797699	31798581	31798656	263	21,41,15	4,2,0	9,31,17	0,0,0	153	149	0.0531525060688	0.3059076449628648	0.836,0.952,1.0	1.0,1.0,1.0	-0.071
265	"ENSG00000100150.20"	"DEPDC5"	chr22	+	31905983	31906094	31905983	31906066	31906204	31906975	265	0,0,2	29,49,68	0,0,2	11,43,26	177	149	1	1.0	0.0,0.0,0.024	0.0,0.0,0.061	-0.012
266	"ENSG00000198089.16"	"SFI1"	chr22	+	31604868	31606430	31604868	31604945	31607936	31608033	266	11,33,53	0,0,0	15,30,17	2,0,0	298	149	1	1.0	1.0,1.0,1.0	0.789,1.0,1.0	0.07
267	"ENSG00000138942.17"	"RNF185"	chr22	+	31196935	31197157	31196935	31196990	31201497	31201615	267	0,5,2	79,74,50	3,17,10	35,77,130	298	149	0.0002280320769	0.004809270060555483	0.0,0.033,0.02	0.041,0.099,0.037	-0.041
268	"ENSG00000185133.14"	"INPP5J"	chr22	+	31124844	31126010	31124844	31124906	31126375	31126489	268	8,56,5	0,4,0	13,32,7	0,0,0	298	149	0.344900067591	1.0	1.0,0.875,1.0	1.0,1.0,1.0	-0.042
269	"ENSG00000100029.18"	"PES1"	chr22	-	30584364	30584454	30584415	30584454	30581527	30581644	269	1746,1349,1766	5,6,0	409,1118,843	5,2,10	200	149	0.816683195643	1.0	0.996,0.994,1.0	0.984,0.998,0.984	0.008
270	"ENSG00000100029.18"	"PES1"	chr22	-	30605413	30605517	30605460	30605517	30592131	30592398	270	6,0,0	0,0,0	3,4,1	1,0,0	196	149	1	1.0	1.0,NA,NA	0.695,1.0,1.0	0.102
273	"ENSG00000100003.18"	"SEC14L2"	chr22	+	30415758	30416087	30415758	30415865	30416233	30416403	273	113,22,291	7,0,14	71,91,103	0,8,4	298	149	0.640963864807	1.0	0.89,1.0,0.912	1.0,0.85,0.928	0.008
274	"ENSG00000099999.15"	"RNF215"	chr22	-	30379481	30379622	30379547	30379622	30377819	30378142	274	77,36,37	2,0,0	65,102,54	0,0,0	215	149	1	1.0	0.964,1.0,1.0	1.0,1.0,1.0	-0.012
276	"ENSG00000100325.15"	"ASCC2"	chr22	-	29834441	29834550	29834488	29834550	29825621	29825780	276	4,3,0	0,1,3	0,2,2	4,0,2	196	149	0.312985413806	1.0	1.0,0.695,0.0	0.0,1.0,0.432	0.088
277	"ENSG00000100325.15"	"ASCC2"	chr22	-	29834441	29834550	29834488	29834550	29827476	29827600	277	2,4,4	0,0,0	0,0,0	1,0,2	196	149	1	1.0	1.0,1.0,1.0	0.0,NA,0.0	1.0
278	"ENSG00000100325.15"	"ASCC2"	chr22	-	29834441	29834550	29834488	29834550	29832244	29832342	278	13,11,8	57,90,56	0,5,6	12,67,81	196	149	0.00769076846532	0.07405337883101938	0.148,0.085,0.098	0.0,0.054,0.053	0.075
279	"ENSG00000186575.19"	"NF2"	chr22	+	29683019	29683079	29683019	29683064	29694751	29694811	279	10,4,14	79,13,237	0,6,10	11,0,53	164	149	0.230784861168	0.8491116614048306	0.103,0.218,0.051	0.0,1.0,0.146	-0.258
280	"ENSG00000183762.13"	"KREMEN1"	chr22	+	29138623	29138833	29138623	29138782	29140281	29140366	280	8,12,15	23,23,29	2,22,76	11,12,133	200	149	0.401666343178	1.0	0.206,0.28,0.278	0.119,0.577,0.299	-0.077
282	"ENSG00000183765.24"	"CHEK2"	chr22	-	28730419	28730548	28730455	28730548	28725242	28725367	282	10,6,15	1,12,0	2,0,3	0,1,2	185	149	0.423633070737	1.0	0.89,0.287,1.0	1.0,0.0,0.547	0.21
283	"ENSG00000183765.24"	"CHEK2"	chr22	-	28741768	28741820	28741781	28741820	28734402	28734727	283	97,177,66	3,8,0	3,30,12	0,0,0	162	149	0.033187757523	0.21974150493826516	0.967,0.953,1.0	1.0,1.0,1.0	-0.027
285	"ENSG00000130119.17"	"GNL3L"	chrX	+	54539039	54539500	54539039	54539101	54540134	54540242	285	2,2,0	196,127,19	0,3,0	25,62,40	298	149	1	1.0	0.005,0.008,0.0	0.0,0.024,0.0	-0.004
291	"ENSG00000291299.2"	"ENSG00000291299"	chr22	-	23686830	23686995	23686837	23686995	23659875	23660000	291	1,6,0	0,6,0	0,5,0	0,0,0	156	149	1	1.0	1.0,0.489,NA	NA,1.0,NA	-0.256
292	"ENSG00000291299.2"	"ENSG00000291299"	chr22	-	23686789	23686995	23686837	23686995	23683743	23683867	292	4,11,0	3,8,31	0,2,0	18,21,5	197	149	0.000125573706948	0.00297874553915259	0.502,0.51,0.0	0.0,0.067,0.0	0.315
293	"ENSG00000186716.21"	"BCR"	chr22	+	23311696	23311918	23311696	23311836	23312886	23313021	293	3,9,6	133,537,402	0,14,15	51,367,271	231	149	0.00382488243921	0.04333982909454936	0.014,0.011,0.01	0.0,0.024,0.034	-0.008
294	"ENSG00000100038.20"	"TOP3B"	chr22	-	21962127	21962602	21962428	21962602	21960320	21960449	294	23,14,14	60,137,134	10,12,11	38,122,71	298	149	0.662985609274	1.0	0.161,0.049,0.05	0.116,0.047,0.072	0.008
295	"ENSG00000100038.20"	"TOP3B"	chr22	-	21975904	21976187	21975980	21976187	21975639	21975807	295	3,4,12	24,18,8	2,5,4	2,16,4	225	149	0.712660145647	1.0	0.076,0.128,0.498	0.398,0.171,0.398	-0.088
296	"ENSG00000161179.14"	"YDJC"	chr22	-	21629542	21629761	21629601	21629761	21629307	21629407	296	344,116,325	80,17,138	122,68,116	55,23,64	208	149	0.0129782685787	0.10822948975451609	0.755,0.83,0.628	0.614,0.679,0.565	0.118
300	"ENSG00000206140.12"	"TMEM191C"	chr22	+	21468943	21469062	21468943	21469003	21469273	21469346	300	0,2,1	0,0,0	2,0,0	0,3,0	208	149	1	1.0	NA,1.0,1.0	1.0,0.0,NA	0.5
301	"ENSG00000099949.22"	"LZTR1"	chr22	+	20983026	20983122	20983026	20983089	20985840	20985897	301	4,2,0	79,44,30	2,0,3	61,70,121	182	149	0.378303054608	1.0	0.04,0.036,0.0	0.026,0.0,0.02	0.01
302	"ENSG00000099949.22"	"LZTR1"	chr22	+	20990385	20990969	20990385	20990525	20991627	20991829	302	3,3,0	145,98,97	4,4,2	76,139,191	298	149	0.927682965019	1.0	0.01,0.015,0.0	0.026,0.014,0.005	-0.007
304	"ENSG00000099949.22"	"LZTR1"	chr22	+	20994103	20994727	20994103	20994269	20994869	20995026	304	109,106,140	0,0,0	92,118,192	0,0,2	298	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.98	0.007
305	"ENSG00000099917.17"	"MED15"	chr22	+	20537116	20537215	20537116	20537204	20551435	20551487	305	1,4,2	179,205,132	9,7,28	127,227,331	160	149	1.83041155888e-06	9.213529864528985e-05	0.005,0.018,0.014	0.062,0.028,0.073	-0.042
306	"ENSG00000291033.1"	"TXLNGY"	chrY	+	19567349	19567570	19567349	19567482	19587209	19587507	306	72,0,24	52,0,16	44,0,38	25,0,39	237	149	1	1.0	0.465,NA,0.485	0.525,NA,0.38	0.022
307	"ENSG00000183597.16"	"TANGO2"	chr22	+	20021068	20021246	20021068	20021134	20036759	20036854	307	29,27,54	22,6,21	10,19,145	11,2,8	261	149	0.13601713182	0.5908837261389768	0.429,0.72,0.595	0.342,0.844,0.912	-0.118
308	"ENSG00000183597.16"	"TANGO2"	chr22	+	20036759	20037094	20036759	20036854	20043354	20043443	308	80,26,85	68,38,80	18,21,135	32,30,186	298	149	0.0457849459008	0.27589122239578834	0.37,0.255,0.347	0.22,0.259,0.266	0.076
309	"ENSG00000183597.16"	"TANGO2"	chr22	+	20036759	20037094	20036759	20036854	20052464	20052584	309	42,5,21	0,0,2	6,8,36	0,0,0	298	149	1	1.0	1.0,1.0,0.84	1.0,1.0,1.0	-0.053
310	"ENSG00000183597.16"	"TANGO2"	chr22	+	20061529	20061706	20061529	20061683	20063337	20063442	310	5,1,9	43,23,107	8,2,4	19,28,144	172	149	0.906977583522	1.0	0.092,0.036,0.068	0.267,0.058,0.023	-0.051
311	"ENSG00000278558.5"	"TMEM191B"	chr22	+	18529935	18530196	18529935	18530008	18530254	18530573	311	0,1,6	0,0,0	22,4,4	2,0,0	298	149	1	1.0	NA,1.0,1.0	0.846,1.0,1.0	0.051
313	"ENSG00000182362.14"	"YBEY"	chr21	+	46286869	46287123	46286869	46286988	46291333	46291462	313	508,282,404	10,7,2	1474,915,896	6,0,5	284	149	0.00201215275024	0.026436738064622888	0.964,0.955,0.991	0.992,1.0,0.989	-0.024
314	"ENSG00000182362.14"	"YBEY"	chr21	+	46286869	46287123	46286869	46286988	46296161	46296230	314	310,213,273	0,0,2	950,692,643	0,3,0	284	149	1	1.0	1.0,1.0,0.986	1.0,0.992,1.0	-0.002
315	"ENSG00000160285.15"	"LSS"	chr21	-	46222629	46222738	46222662	46222738	46221853	46221975	315	168,313,108	2,39,12	122,191,137	15,22,11	182	149	0.349312537316	1.0	0.986,0.868,0.88	0.869,0.877,0.911	0.026
316	"ENSG00000160282.15"	"FTCD"	chr21	-	46136914	46137053	46136984	46137053	46136261	46136494	316	0,0,9	0,1,4	0,0,3	0,0,0	219	149	1	1.0	NA,0.0,0.605	NA,NA,1.0	-0.698
318	"ENSG00000186866.17"	"POFUT2"	chr21	-	45283351	45283527	45283382	45283527	45282348	45282459	318	6,22,5	95,141,283	6,46,8	50,195,321	180	149	0.056908140147	0.3204697849104961	0.05,0.114,0.014	0.09,0.163,0.02	-0.032
319	"ENSG00000186866.17"	"POFUT2"	chr21	-	45283351	45283527	45283382	45283527	45282368	45282398	319	8,30,22	2,4,14	2,34,7	4,26,19	180	149	0.00127069745837	0.0184302460044039	0.768,0.861,0.565	0.293,0.52,0.234	0.382
320	"ENSG00000160256.14"	"SLX9"	chr21	+	44943683	44943837	44943683	44943792	44960099	44960168	320	376,356,477	243,214,311	252,281,111	189,189,77	194	149	0.341856909696	1.0	0.543,0.561,0.541	0.506,0.533,0.525	0.027
321	"ENSG00000160256.14"	"SLX9"	chr21	+	44943683	44943837	44943683	44943792	44976679	44976973	321	76,51,98	1,0,0	37,54,32	0,0,0	194	149	1	1.0	0.983,1.0,1.0	1.0,1.0,1.0	-0.006
322	"ENSG00000183250.13"	"LINC01547"	chr21	-	44938443	44939941	44939592	44939941	44935626	44935890	322	6,15,2	16,44,23	5,11,6	23,16,19	298	149	0.408173797371	1.0	0.158,0.146,0.042	0.098,0.256,0.136	-0.048
323	"ENSG00000160255.19"	"ITGB2"	chr21	-	44910599	44910785	44910724	44910785	44910283	44910372	323	0,0,2	0,5,3	0,0,0	1,0,3	274	149	1	1.0	NA,0.0,0.266	0.0,NA,0.0	0.133
325	"ENSG00000160226.16"	"CFAP410"	chr21	-	44330462	44330916	44330822	44330916	44329890	44330326	325	32,61,84	45,65,184	19,24,48	59,84,137	298	149	0.000337413464905	0.0067254322593391395	0.262,0.319,0.186	0.139,0.125,0.149	0.118
326	"ENSG00000160226.16"	"CFAP410"	chr21	-	44330462	44332014	44331842	44332014	44329890	44330326	326	31,80,137	2,0,2	25,46,84	0,0,0	298	149	0.671482528431	1.0	0.886,1.0,0.972	1.0,1.0,1.0	-0.047
327	"ENSG00000160226.16"	"CFAP410"	chr21	-	44334060	44335804	44335757	44335804	44333032	44333262	327	14,33,17	27,41,127	18,16,32	39,52,52	298	149	0.45404144735	1.0	0.206,0.287,0.063	0.188,0.133,0.235	0.0
328	"ENSG00000160207.9"	"HSF2BP"	chr21	-	43633262	43633421	43633271	43633421	43630321	43630454	328	0,0,4	0,1,4	0,0,1	5,12,1	158	149	1	1.0	NA,0.0,0.485	0.0,0.0,0.485	0.081
329	"ENSG00000160193.12"	"WDR4"	chr21	-	42873550	42873691	42873602	42873691	42859661	42859722	329	180,114,152	0,2,0	18,28,18	0,0,2	201	149	1	1.0	1.0,0.977,1.0	1.0,1.0,0.87	0.036
330	"ENSG00000160193.12"	"WDR4"	chr21	-	42873550	42873691	42873602	42873691	42863439	42863596	330	556,303,415	16,0,13	61,37,70	5,9,10	201	149	1.0063083844e-07	7.740287314361412e-06	0.963,1.0,0.959	0.9,0.753,0.838	0.144
331	"ENSG00000157601.15"	"MX1"	chr21	+	41421837	41422095	41421837	41421990	41422755	41422911	331	2,0,17	0,0,2	2,0,19	0,0,2	254	149	1	1.0	1.0,NA,0.833	1.0,NA,0.848	-0.007
334	"ENSG00000182093.16"	"GET1"	chr21	+	39390697	39390919	39390697	39390863	39391768	39391836	334	1,0,0	246,214,184	0,0,4	244,302,303	205	149	1	1.0	0.003,0.0,0.0	0.0,0.0,0.01	-0.002
335	"ENSG00000182093.16"	"GET1"	chr21	+	39390697	39391476	39390697	39390863	39391768	39391836	335	7,9,5	246,214,184	0,13,5	244,302,303	298	149	0.29585171439	0.9878848358946987	0.014,0.021,0.013	0.0,0.021,0.008	0.006
337	"ENSG00000182093.16"	"GET1"	chr21	+	39405913	39406298	39405913	39406058	39406561	39406731	337	2,0,1	0,2,1	6,8,0	0,5,3	298	149	0.12516667205	0.5578291383218297	1.0,0.0,0.333	1.0,0.444,0.0	-0.037
338	"ENSG00000205581.11"	"HMGN1"	chr21	-	39345829	39347292	39347246	39347292	39345145	39345274	338	155,340,126	10,7,19	374,192,185	5,6,8	298	149	0.00379568984103	0.04308371559141344	0.886,0.96,0.768	0.974,0.941,0.92	-0.074
339	"ENSG00000205581.11"	"HMGN1"	chr21	-	39347113	39347292	39347246	39347292	39345829	39345958	339	29,55,9	1,8,1	48,25,26	8,0,5	282	149	0.632792523933	1.0	0.939,0.784,0.826	0.76,1.0,0.733	0.019
340	"ENSG00000205581.11"	"HMGN1"	chr21	-	39348421	39348577	39348544	39348577	39348291	39348339	340	1816,2911,1361	9,6,4	550,2061,605	0,1,2	272	149	1	1.0	0.991,0.996,0.995	1.0,0.999,0.994	-0.004
341	"ENSG00000182670.14"	"TTC3"	chr21	+	37197881	37198025	37197881	37198016	37200231	37200324	341	287,472,308	2,8,3	299,632,661	4,19,13	158	149	0.0271571770052	0.18650590678571177	0.993,0.982,0.99	0.986,0.969,0.98	0.01
343	"ENSG00000241837.7"	"ATP5PO"	chr21	-	33906448	33907453	33907340	33907453	33903934	33904021	343	0,7,20	1592,2902,4937	10,0,10	2349,1727,2262	298	149	1	1.0	0.0,0.001,0.002	0.002,0.0,0.002	-0.0
344	"ENSG00000241837.7"	"ATP5PO"	chr21	-	33915135	33915724	33915651	33915724	33914449	33914500	344	10,35,20	1,2,11	2,23,39	2,8,2	298	149	0.842070351329	1.0	0.833,0.897,0.476	0.333,0.59,0.907	0.125
345	"ENSG00000159131.17"	"GART"	chr21	-	33528514	33528604	33528518	33528604	33528166	33528335	345	1,0,2	744,840,406	2,3,0	158,332,312	153	149	1	1.0	0.001,0.0,0.005	0.012,0.009,0.0	-0.005
346	"ENSG00000159110.22"	"IFNAR2"	chr21	+	33244950	33246482	33244950	33245074	33246717	33246890	346	11,3,6	126,66,139	2,2,5	67,54,118	298	149	0.140272534486	0.6025636205449855	0.042,0.022,0.021	0.015,0.018,0.021	0.01
347	"ENSG00000205930.11"	"C21orf62-AS1"	chr21	+	32772149	32772320	32772149	32772308	32784796	32784919	347	0,0,2	0,2,0	0,3,0	0,2,15	161	149	1	1.0	NA,0.0,1.0	NA,0.581,0.0	0.21
348	"ENSG00000159086.15"	"PAXBP1"	chr21	-	32755212	32755353	32755229	32755353	32751118	32751218	348	40,74,18	75,109,34	49,114,57	32,114,57	166	149	0.000774974980099	0.012603394533202828	0.324,0.379,0.322	0.579,0.473,0.473	-0.167
349	"ENSG00000156253.7"	"RWDD2B"	chr21	-	29008239	29008621	29008394	29008621	29007760	29008123	349	84,119,160	12,6,11	46,47,78	2,16,31	298	149	0.0096641935715	0.087634077352153	0.778,0.908,0.879	0.92,0.595,0.557	0.164
350	"ENSG00000156253.7"	"RWDD2B"	chr21	-	29009594	29009692	29009626	29009692	29008394	29008621	350	6,8,12	0,0,3	4,1,1	0,0,0	181	149	0.649463533331	1.0	1.0,1.0,0.767	1.0,1.0,1.0	-0.078
361	"ENSG00000197114.12"	"ZGPAT"	chr20	+	63733586	63733739	63733586	63733712	63734644	63734824	361	74,62,120	6,0,3	44,65,62	0,1,0	176	149	0.0312353238816	0.20954489361121723	0.913,1.0,0.971	1.0,0.982,1.0	-0.033
362	"ENSG00000197114.12"	"ZGPAT"	chr20	+	63733586	63733775	63733586	63733712	63734644	63734824	362	73,62,115	6,0,3	41,66,58	0,1,0	212	149	0.0145939629888	0.11707402456536736	0.895,1.0,0.964	1.0,0.979,1.0	-0.04
363	"ENSG00000197114.12"	"ZGPAT"	chr20	+	63733586	63733775	63733586	63733739	63734644	63734824	363	4,7,13	5,7,18	1,2,2	4,1,6	185	149	0.180842158845	0.7227054000786124	0.392,0.446,0.368	0.168,0.617,0.212	0.07
364	"ENSG00000197114.12"	"ZGPAT"	chr20	+	63733586	63733739	63733586	63733712	63734704	63734824	364	229,182,394	27,20,22	121,207,216	10,9,18	176	149	0.222785494149	0.8290105638851235	0.878,0.885,0.938	0.911,0.951,0.91	-0.024
365	"ENSG00000197114.12"	"ZGPAT"	chr20	+	63733586	63733775	63733586	63733739	63734704	63735185	365	5,13,25	160,127,292	1,2,2	81,143,160	185	149	1.10017703225e-06	6.309611786710965e-05	0.025,0.076,0.065	0.01,0.011,0.01	0.045
366	"ENSG00000197114.12"	"ZGPAT"	chr20	+	63733586	63734824	63733586	63733712	63735158	63735564	366	292,269,551	0,0,0	121,262,266	0,0,1	298	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.993	0.002
367	"ENSG00000258366.12"	"RTEL1"	chr20	+	63658304	63658466	63658304	63658459	63659232	63659504	367	111,72,48	34,8,15	13,18,30	2,2,10	156	149	0.578074849334	1.0	0.757,0.896,0.753	0.861,0.896,0.741	-0.031
